"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","1993","","","","110.809552"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","1992","","","","111.030976"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","1990","","","","77.989096"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","1996","","","","189.146592"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2005","","","","509"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2020","","","","1143.355232"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2014","","","","1658.075"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1390.096333"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2016","","","","1275.249783"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1989","","","","279.206"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2007","","","","281"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2005","","","","364"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2006","","","","305"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1991","","","","285.480544"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1988","","","","260.873"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1984","","","","180.547"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2010","","","","187.691853"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1997","","","","210.601744"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1995","","","","298.32736"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1996","","","","248.177392"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1990","","","","246.635136"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1992","","","","348.087136"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1987","","","","213.504"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2009","","","","173"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2014","","","","159.691"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1983","","","","101.78"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1999","","","","173.466552"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1980","","","","137.862"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2002","","","","223.828449"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1998","","","","184.996944"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2003","","","","303.486459"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1985","","","","169.606"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1994","","","","381.146464"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2016","","","","132.285746"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2018","","","","147.86598"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1981","","","","133.808"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1993","","","","407.611584"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2017","","","","152.894812"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2008","","","","252"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1986","","","","173.762"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2019","","","","160.236729"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2004","","","","362"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2000","","","","281.52787"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","1982","","","","97.554"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2011","","","","192.869"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2001","","","","283.308475"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2012","","","","167.02"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2020","","","","121.726392"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2015","","","","140.141699"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2013","","","","163.035"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1980","","","","881.522"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1992","","","","4136.828416"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1991","","","","4114.017792"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2010","","","","8899.440576"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2015","","","","9727.800908"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2016","","","","8216.438719"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1999","","","","3103.140684"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2019","","","","11544.561013"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2018","","","","12597.69497"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1995","","","","4296.642048"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1998","","","","3666.758912"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2002","","","","3857.228272"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2013","","","","9024.868"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1996","","","","4195.64928"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2006","","","","9454"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2001","","","","3144.879841"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2000","","","","3632.901563"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1997","","","","3889.17888"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2008","","","","13659"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2017","","","","11280.557505"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1994","","","","4097.675776"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2005","","","","9067"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2003","","","","4985.313358"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1990","","","","3566.937344"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","1993","","","","4178.031104"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2007","","","","10145"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2014","","","","10713.927"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2011","","","","12538.771"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2020","","","","9065.998447"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2004","","","","7094"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2012","","","","11150.117"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2009","","","","7438"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1994","","","","8979.771392"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1990","","","","5829.324288"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1999","","","","11386.715814"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2001","","","","15618.23798"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1996","","","","9522.224128"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1993","","","","8104.269824"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2003","","","","17016.186618"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2002","","","","14744.643189"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1991","","","","5877.8368"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","34519.131106"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2014","","","","33091.47"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","35613.303898"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2008","","","","41823"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2012","","","","38250.569"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","31265.739037"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2013","","","","44072.183"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2010","","","","33490.776181"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","30504.014925"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2011","","","","38811.958"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1998","","","","12599.417856"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1997","","","","11992.53504"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2000","","","","15416.31573"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1995","","","","8846.579712"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","1992","","","","7476.921344"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2007","","","","36286"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2005","","","","30561"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","","","","28866.201645"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2020","","","","20620.019644"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2009","","","","26322"
